tabela,modulo,ordem,campo,tipo,tamanho,aceita_nulo,chave_primaria,descricao,fk_tabela,fk_campo
USER_CQ_NOTIFICATION_QUERIES,USER,3.0,REGID,NUMBER,,SIM,,Registration Id which the query is registered with,,
USER_SUBSCR_REGISTRATIONS,USER,21.0,NTFN_GROUPING_REPEAT_COUNT,VARCHAR2,40,SIM,,Grouping repeat count,,
USER_SUBSCR_REGISTRATIONS,USER,1.0,REG_ID,NUMBER,,SIM,,,,
USER_SUBSCR_REGISTRATIONS,USER,2.0,SUBSCRIPTION_NAME,VARCHAR2,776,NAO,,,,
USER_SUBSCR_REGISTRATIONS,USER,3.0,LOCATION_NAME,VARCHAR2,256,NAO,,,,
USER_SUBSCR_REGISTRATIONS,USER,4.0,USER#,NUMBER,,NAO,,,,
USER_SUBSCR_REGISTRATIONS,USER,5.0,USER_CONTEXT,RAW,,SIM,,,,
USER_SUBSCR_REGISTRATIONS,USER,6.0,CONTEXT_SIZE,NUMBER,,SIM,,,,
USER_SUBSCR_REGISTRATIONS,USER,7.0,NAMESPACE,VARCHAR2,9,SIM,,Subscription namespace,,
USER_SUBSCR_REGISTRATIONS,USER,8.0,PRESENTATION,VARCHAR2,7,SIM,,Presentation of notification,,
USER_SUBSCR_REGISTRATIONS,USER,9.0,VERSION,VARCHAR2,8,SIM,,Version,,
USER_SUBSCR_REGISTRATIONS,USER,10.0,STATUS,VARCHAR2,8,SIM,,Status of registration,,
USER_SUBSCR_REGISTRATIONS,USER,11.0,ANY_CONTEXT,ANYDATA,,SIM,,,,
USER_SUBSCR_REGISTRATIONS,USER,12.0,CONTEXT_TYPE,NUMBER,,SIM,,,,
USER_SUBSCR_REGISTRATIONS,USER,13.0,QOSFLAGS,VARCHAR2,57,SIM,,Quality of service of registration,,
USER_SUBSCR_REGISTRATIONS,USER,14.0,PAYLOAD_CALLBACK,VARCHAR2,4000,SIM,,,,
USER_SUBSCR_REGISTRATIONS,USER,15.0,TIMEOUT,TIMESTAMP(6),,SIM,,,,
USER_SUBSCR_REGISTRATIONS,USER,16.0,REG_TIME,TIMESTAMP(6) WITH TIME ZONE,,SIM,,,,
USER_SUBSCR_REGISTRATIONS,USER,17.0,NTFN_GROUPING_CLASS,VARCHAR2,4,SIM,,Grouping class,,
USER_SUBSCR_REGISTRATIONS,USER,18.0,NTFN_GROUPING_VALUE,NUMBER,,SIM,,Grouping value,,
USER_SUBSCR_REGISTRATIONS,USER,19.0,NTFN_GROUPING_TYPE,VARCHAR2,7,SIM,,Grouping type,,
USER_SUBSCR_REGISTRATIONS,USER,20.0,NTFN_GROUPING_START_TIME,TIMESTAMP(6) WITH TIME ZONE,,SIM,,Grouping start time,,
ALL_QUEUE_TABLES,ALL,1.0,OWNER,VARCHAR2,128,SIM,,Owner of the queue table,,
ALL_QUEUE_TABLES,ALL,2.0,QUEUE_TABLE,VARCHAR2,128,SIM,,Name of the queue table,,
ALL_QUEUE_TABLES,ALL,3.0,TYPE,VARCHAR2,9,SIM,,Name of the payload type,,
ALL_QUEUE_TABLES,ALL,4.0,OBJECT_TYPE,VARCHAR2,257,SIM,,Name of the payload type for object type payload,,
ALL_QUEUE_TABLES,ALL,5.0,SORT_ORDER,VARCHAR2,22,SIM,,Sort order for the queue table,,
ALL_QUEUE_TABLES,ALL,6.0,RECIPIENTS,VARCHAR2,8,SIM,,Mulitple or single recipient queue,,
ALL_QUEUE_TABLES,ALL,7.0,MESSAGE_GROUPING,VARCHAR2,13,SIM,,Transaction grouping,,
ALL_QUEUE_TABLES,ALL,8.0,REPLICATION_MODE,VARCHAR2,22,SIM,,,,
ALL_QUEUE_TABLES,ALL,9.0,COMPATIBLE,VARCHAR2,6,SIM,,Compatibility version of the queue table,,
ALL_QUEUE_TABLES,ALL,10.0,PRIMARY_INSTANCE,NUMBER,,SIM,,Instance assigned as the primary owner of the queue table,,
ALL_QUEUE_TABLES,ALL,11.0,SECONDARY_INSTANCE,NUMBER,,SIM,,Instance assigned as the secondary owner of the queue table,,
ALL_QUEUE_TABLES,ALL,12.0,OWNER_INSTANCE,NUMBER,,SIM,,Instance which owns the queue table currently,,
ALL_QUEUE_TABLES,ALL,13.0,USER_COMMENT,VARCHAR2,50,SIM,,User specified comment,,
ALL_QUEUE_TABLES,ALL,14.0,SECURE,VARCHAR2,3,SIM,,Secure queue table,,
USER_QUEUE_TABLES,USER,1.0,QUEUE_TABLE,VARCHAR2,128,SIM,,Name of the queue table,,
USER_QUEUE_TABLES,USER,2.0,TYPE,VARCHAR2,7,SIM,,Name of the payload type,,
USER_QUEUE_TABLES,USER,3.0,OBJECT_TYPE,VARCHAR2,257,SIM,,Name of the payload type for object type payload,,
USER_QUEUE_TABLES,USER,4.0,SORT_ORDER,VARCHAR2,22,SIM,,Sort order for the queue table,,
USER_QUEUE_TABLES,USER,5.0,RECIPIENTS,VARCHAR2,8,SIM,,Mulitple or single recipient queue,,
USER_QUEUE_TABLES,USER,6.0,MESSAGE_GROUPING,VARCHAR2,13,SIM,,Transaction grouping,,
USER_QUEUE_TABLES,USER,7.0,REPLICATION_MODE,VARCHAR2,22,SIM,,,,
USER_QUEUE_TABLES,USER,8.0,COMPATIBLE,VARCHAR2,6,SIM,,Compatibility version of the queue table,,
USER_QUEUE_TABLES,USER,9.0,PRIMARY_INSTANCE,NUMBER,,SIM,,Instance assigned as the primary owner of the queue table,,
USER_QUEUE_TABLES,USER,10.0,SECONDARY_INSTANCE,NUMBER,,SIM,,Instance assigned as the secondary owner of the queue table,,
USER_QUEUE_TABLES,USER,11.0,OWNER_INSTANCE,NUMBER,,SIM,,Instance which owns the queue table currently,,
USER_QUEUE_TABLES,USER,12.0,USER_COMMENT,VARCHAR2,50,SIM,,User specified comment,,
USER_QUEUE_TABLES,USER,13.0,SECURE,VARCHAR2,3,SIM,,Secure queue table,,
ALL_QUEUES,ALL,13.0,SHARDED,VARCHAR2,5,SIM,,,,
ALL_QUEUES,ALL,1.0,OWNER,VARCHAR2,128,NAO,,Owner of the queue,,
ALL_QUEUES,ALL,2.0,NAME,VARCHAR2,128,NAO,,Name of the queue,,
ALL_QUEUES,ALL,3.0,QUEUE_TABLE,VARCHAR2,128,NAO,,Name of the table the queue data resides in,,
ALL_QUEUES,ALL,4.0,QID,NUMBER,,NAO,,Object number of the queue,,
ALL_QUEUES,ALL,5.0,QUEUE_TYPE,VARCHAR2,20,SIM,,Type of the queue,,
ALL_QUEUES,ALL,6.0,MAX_RETRIES,NUMBER,,SIM,,Maximum number of retries allowed when dequeuing from the queue,,
ALL_QUEUES,ALL,7.0,RETRY_DELAY,NUMBER,,SIM,,Time interval between retries,,
ALL_QUEUES,ALL,8.0,ENQUEUE_ENABLED,VARCHAR2,7,SIM,,Queue is enabled for enqueue,,
ALL_QUEUES,ALL,9.0,DEQUEUE_ENABLED,VARCHAR2,7,SIM,,Queue is enabled for dequeue,,
ALL_QUEUES,ALL,10.0,RETENTION,VARCHAR2,40,SIM,,Time interval processed messages retained in the queue,,
ALL_QUEUES,ALL,11.0,USER_COMMENT,VARCHAR2,50,SIM,,User specified comment,,
ALL_QUEUES,ALL,12.0,NETWORK_NAME,VARCHAR2,512,SIM,,Network name of queue service,,
ALL_DEQUEUE_QUEUES,ALL,1.0,OWNER,VARCHAR2,128,NAO,,Owner of the queue,,
ALL_DEQUEUE_QUEUES,ALL,2.0,NAME,VARCHAR2,128,NAO,,Name of the queue,,
ALL_DEQUEUE_QUEUES,ALL,3.0,QUEUE_TABLE,VARCHAR2,128,NAO,,Name of the table the queue data resides in,,
ALL_DEQUEUE_QUEUES,ALL,4.0,QID,NUMBER,,NAO,,Object number of the queue,,
ALL_DEQUEUE_QUEUES,ALL,5.0,QUEUE_TYPE,VARCHAR2,20,SIM,,Type of the queue,,
ALL_DEQUEUE_QUEUES,ALL,6.0,MAX_RETRIES,NUMBER,,SIM,,Maximum number of retries allowed when dequeuing from the queue,,
ALL_DEQUEUE_QUEUES,ALL,7.0,RETRY_DELAY,NUMBER,,SIM,,Time interval between retries,,
ALL_DEQUEUE_QUEUES,ALL,8.0,ENQUEUE_ENABLED,VARCHAR2,7,SIM,,Queue is enabled for enqueue,,
ALL_DEQUEUE_QUEUES,ALL,9.0,DEQUEUE_ENABLED,VARCHAR2,7,SIM,,Queue is enabled for dequeue,,
ALL_DEQUEUE_QUEUES,ALL,10.0,RETENTION,VARCHAR2,40,SIM,,Time interval processed messages retained in the queue,,
ALL_DEQUEUE_QUEUES,ALL,11.0,USER_COMMENT,VARCHAR2,50,SIM,,User specified comment,,
ALL_DEQUEUE_QUEUES,ALL,12.0,NETWORK_NAME,VARCHAR2,512,SIM,,Network name of queue service,,
ALL_DEQUEUE_QUEUES,ALL,13.0,SHARDED,VARCHAR2,5,SIM,,,,
ALL_INT_DEQUEUE_QUEUES,ALL,1.0,OWNER,VARCHAR2,128,NAO,,Owner of the queue,,
ALL_INT_DEQUEUE_QUEUES,ALL,2.0,NAME,VARCHAR2,128,NAO,,Name of the queue,,
ALL_INT_DEQUEUE_QUEUES,ALL,3.0,QID,NUMBER,,NAO,,Object number of the queue,,
USER_QUEUES,USER,1.0,NAME,VARCHAR2,128,NAO,,Name of the queue,,
USER_QUEUES,USER,2.0,QUEUE_TABLE,VARCHAR2,128,NAO,,Name of the table the queue data resides in,,
USER_QUEUES,USER,3.0,QID,NUMBER,,NAO,,Object number of the queue,,
USER_QUEUES,USER,4.0,QUEUE_TYPE,VARCHAR2,20,SIM,,Type of the queue,,
USER_QUEUES,USER,5.0,MAX_RETRIES,NUMBER,,SIM,,Maximum number of retries allowed when dequeuing from the queue,,
USER_QUEUES,USER,6.0,RETRY_DELAY,NUMBER,,SIM,,Time interval between retries,,
USER_QUEUES,USER,7.0,ENQUEUE_ENABLED,VARCHAR2,7,SIM,,Queue is enabled for enqueue,,
USER_QUEUES,USER,8.0,DEQUEUE_ENABLED,VARCHAR2,7,SIM,,Queue is enabled for dequeue,,
USER_QUEUES,USER,9.0,RETENTION,VARCHAR2,40,SIM,,Time interval processed messages retained in the queue,,
USER_QUEUES,USER,10.0,USER_COMMENT,VARCHAR2,50,SIM,,User specified comment,,
USER_QUEUES,USER,11.0,NETWORK_NAME,VARCHAR2,512,SIM,,Network name of queue service,,
USER_QUEUES,USER,12.0,SHARDED,VARCHAR2,5,SIM,,,,
ALL_QUEUE_PUBLISHERS,ALL,1.0,QUEUE_OWNER,VARCHAR2,128,NAO,,,,
ALL_QUEUE_PUBLISHERS,ALL,2.0,QUEUE_NAME,VARCHAR2,128,NAO,,,,
ALL_QUEUE_PUBLISHERS,ALL,3.0,PUBLISHER_NAME,VARCHAR2,128,SIM,,,,
ALL_QUEUE_PUBLISHERS,ALL,4.0,PUBLISHER_ADDRESS,VARCHAR2,1024,SIM,,,,
ALL_QUEUE_PUBLISHERS,ALL,5.0,PUBLISHER_PROTOCOL,NUMBER,,SIM,,,,
ALL_QUEUE_PUBLISHERS,ALL,6.0,PUBLISHER_RULE,VARCHAR2,2000,SIM,,,,
ALL_QUEUE_PUBLISHERS,ALL,7.0,PUBLISHER_RULE_NAME,VARCHAR2,257,SIM,,,,
ALL_QUEUE_PUBLISHERS,ALL,8.0,PUBLISHER_RULESET,VARCHAR2,257,SIM,,,,
ALL_QUEUE_PUBLISHERS,ALL,9.0,PUBLISHER_TRANSFORMATION,VARCHAR2,257,SIM,,,,
USER_QUEUE_PUBLISHERS,USER,1.0,QUEUE_NAME,VARCHAR2,128,NAO,,,,
USER_QUEUE_PUBLISHERS,USER,2.0,PUBLISHER_NAME,VARCHAR2,128,SIM,,,,
USER_QUEUE_PUBLISHERS,USER,3.0,PUBLISHER_ADDRESS,VARCHAR2,1024,SIM,,,,
USER_QUEUE_PUBLISHERS,USER,4.0,PUBLISHER_PROTOCOL,NUMBER,,SIM,,,,
USER_QUEUE_PUBLISHERS,USER,5.0,PUBLISHER_RULE,VARCHAR2,2000,SIM,,,,
USER_QUEUE_PUBLISHERS,USER,6.0,PUBLISHER_RULE_NAME,VARCHAR2,257,SIM,,,,
USER_QUEUE_PUBLISHERS,USER,7.0,PUBLISHER_RULESET,VARCHAR2,257,SIM,,,,
USER_QUEUE_PUBLISHERS,USER,8.0,PUBLISHER_TRANSFORMATION,VARCHAR2,257,SIM,,,,
QUEUE_PRIVILEGES,QUEUE,1.0,GRANTEE,VARCHAR2,128,NAO,,Name of the user to whom access was granted,,
QUEUE_PRIVILEGES,QUEUE,2.0,OWNER,VARCHAR2,128,NAO,,Owner of the object,,
QUEUE_PRIVILEGES,QUEUE,3.0,NAME,VARCHAR2,128,NAO,,Name of the object,,
QUEUE_PRIVILEGES,QUEUE,4.0,GRANTOR,VARCHAR2,128,NAO,,Name of the user who performed the grant,,
QUEUE_PRIVILEGES,QUEUE,5.0,ENQUEUE_PRIVILEGE,NUMBER,,SIM,,Permission to ENQUEUE to the queue,,
QUEUE_PRIVILEGES,QUEUE,6.0,DEQUEUE_PRIVILEGE,NUMBER,,SIM,,Permission to DEQUEUE from the queue,,
USER_AQ_AGENT_PRIVS,USER,1.0,AGENT_NAME,VARCHAR2,512,NAO,,,,
USER_AQ_AGENT_PRIVS,USER,2.0,HTTP_ENABLED,VARCHAR2,4,SIM,,,,
USER_AQ_AGENT_PRIVS,USER,3.0,SMTP_ENABLED,VARCHAR2,4,SIM,,,,
USER_OUTLINES,USER,1.0,NAME,VARCHAR2,128,SIM,,Name of the outline,,
USER_OUTLINES,USER,2.0,CATEGORY,VARCHAR2,128,SIM,,Category to which the outline belongs,,
USER_OUTLINES,USER,3.0,USED,VARCHAR2,6,SIM,,Flag indicating whether the outline has ever been used,,
USER_OUTLINES,USER,4.0,TIMESTAMP,DATE,,SIM,,Timestamp at which the outline was created,,
USER_OUTLINES,USER,5.0,VERSION,VARCHAR2,64,SIM,,Oracle Version that created the outline,,
USER_OUTLINES,USER,6.0,SQL_TEXT,LONG,,SIM,,SQL text of the query,,
USER_OUTLINES,USER,7.0,SIGNATURE,RAW,,SIM,,Signature uniquely identifying the outline SQL text,,
USER_OUTLINES,USER,8.0,COMPATIBLE,VARCHAR2,12,SIM,,Flag indicating whether the outline hints were compatible across migration,,
USER_OUTLINES,USER,9.0,ENABLED,VARCHAR2,8,SIM,,Flag indicating whether the outline is enabled,,
USER_OUTLINES,USER,10.0,FORMAT,VARCHAR2,6,SIM,,Flag indicating what hint format is used,,
USER_OUTLINES,USER,11.0,MIGRATED,VARCHAR2,12,SIM,,Flag indicating whether the outline has been migrated to SQL plan baseline,,
USER_OUTLINE_HINTS,USER,1.0,NAME,VARCHAR2,128,SIM,,Stage at which the outline is processed,,
USER_OUTLINE_HINTS,USER,2.0,NODE,NUMBER,,SIM,,I.D. of the query or subquery to which the hint applies,,
USER_OUTLINE_HINTS,USER,3.0,STAGE,NUMBER,,SIM,,Stage at which outline is processed,,
USER_OUTLINE_HINTS,USER,4.0,JOIN_POS,NUMBER,,SIM,,Position of the table in the join order,,
USER_OUTLINE_HINTS,USER,5.0,HINT,CLOB,,SIM,,Text of the hint,,
OL$,OL$,1.0,OL_NAME,VARCHAR2,128,SIM,,,,
OL$,OL$,2.0,SQL_TEXT,LONG,,SIM,,,,
OL$,OL$,3.0,TEXTLEN,NUMBER,,SIM,,,,
OL$,OL$,4.0,SIGNATURE,RAW,,SIM,,,,
OL$,OL$,5.0,HASH_VALUE,NUMBER,,SIM,,,,
OL$,OL$,6.0,HASH_VALUE2,NUMBER,,SIM,,,,
OL$,OL$,7.0,CATEGORY,VARCHAR2,128,SIM,,,,
OL$,OL$,8.0,VERSION,VARCHAR2,64,SIM,,,,
OL$,OL$,9.0,CREATOR,VARCHAR2,128,SIM,,,,
OL$,OL$,10.0,TIMESTAMP,DATE,,SIM,,,,
OL$,OL$,11.0,FLAGS,NUMBER,,SIM,,,,
OL$,OL$,12.0,HINTCOUNT,NUMBER,,SIM,,,,
OL$,OL$,13.0,SPARE1,NUMBER,,SIM,,,,
OL$,OL$,14.0,SPARE2,VARCHAR2,1000,SIM,,,,
OL$HINTS,OL$HINTS,1.0,OL_NAME,VARCHAR2,128,SIM,,,,
OL$HINTS,OL$HINTS,2.0,HINT#,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,3.0,CATEGORY,VARCHAR2,128,SIM,,,,
OL$HINTS,OL$HINTS,4.0,HINT_TYPE,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,5.0,HINT_TEXT,VARCHAR2,512,SIM,,,,
OL$HINTS,OL$HINTS,6.0,STAGE#,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,7.0,NODE#,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,8.0,TABLE_NAME,VARCHAR2,128,SIM,,,,
OL$HINTS,OL$HINTS,9.0,TABLE_TIN,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,10.0,TABLE_POS,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,11.0,REF_ID,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,12.0,USER_TABLE_NAME,VARCHAR2,260,SIM,,,,
OL$HINTS,OL$HINTS,13.0,COST,FLOAT,,SIM,,,,
OL$HINTS,OL$HINTS,14.0,CARDINALITY,FLOAT,,SIM,,,,
OL$HINTS,OL$HINTS,15.0,BYTES,FLOAT,,SIM,,,,
OL$HINTS,OL$HINTS,16.0,HINT_TEXTOFF,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,17.0,HINT_TEXTLEN,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,18.0,JOIN_PRED,VARCHAR2,2000,SIM,,,,
OL$HINTS,OL$HINTS,19.0,SPARE1,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,20.0,SPARE2,NUMBER,,SIM,,,,
OL$HINTS,OL$HINTS,21.0,HINT_STRING,CLOB,,SIM,,,,
OL$NODES,OL$NODES,7.0,NODE_TEXTOFF,NUMBER,,SIM,,,,
OL$NODES,OL$NODES,8.0,NODE_NAME,VARCHAR2,64,SIM,,,,
OL$NODES,OL$NODES,1.0,OL_NAME,VARCHAR2,128,SIM,,,,
OL$NODES,OL$NODES,2.0,CATEGORY,VARCHAR2,128,SIM,,,,
OL$NODES,OL$NODES,3.0,NODE_ID,NUMBER,,SIM,,,,
OL$NODES,OL$NODES,4.0,PARENT_ID,NUMBER,,SIM,,,,
OL$NODES,OL$NODES,5.0,NODE_TYPE,NUMBER,,SIM,,,,
OL$NODES,OL$NODES,6.0,NODE_TEXTLEN,NUMBER,,SIM,,,,
USER_DATAPUMP_JOBS,USER,1.0,JOB_NAME,VARCHAR2,128,SIM,,Job name,,
USER_DATAPUMP_JOBS,USER,2.0,OPERATION,VARCHAR2,128,SIM,,Type of operation being performed,,
USER_DATAPUMP_JOBS,USER,3.0,JOB_MODE,VARCHAR2,128,SIM,,Mode of operation being performed,,
USER_DATAPUMP_JOBS,USER,4.0,STATE,VARCHAR2,128,SIM,,Current job state,,
USER_DATAPUMP_JOBS,USER,5.0,DEGREE,NUMBER,,SIM,,Number of worker processes performing the operation,,
USER_DATAPUMP_JOBS,USER,6.0,ATTACHED_SESSIONS,NUMBER,,SIM,,Number of sessions attached to the job,,
USER_DATAPUMP_JOBS,USER,7.0,DATAPUMP_SESSIONS,NUMBER,,SIM,,Number of Datapump sessions participating in the job,,
KU$_LIST_FILTER_TEMP_2,KU$,1.0,PROCESS_ORDER,NUMBER,,SIM,,,,
KU$_LIST_FILTER_TEMP_2,KU$,2.0,DUPLICATE,NUMBER,,SIM,,,,
KU$_LIST_FILTER_TEMP_2,KU$,3.0,OBJECT_SCHEMA,VARCHAR2,128,SIM,,,,
KU$_LIST_FILTER_TEMP_2,KU$,4.0,OBJECT_NAME,VARCHAR2,500,SIM,,,,
KU$_LIST_FILTER_TEMP_2,KU$,5.0,BASE_PROCESS_ORDER,NUMBER,,SIM,,,,
KU$_LIST_FILTER_TEMP_2,KU$,6.0,PARENT_PROCESS_ORDER,NUMBER,,SIM,,,,
KU$_LIST_FILTER_TEMP,KU$,1.0,PROCESS_ORDER,NUMBER,,SIM,,,,
KU$_LIST_FILTER_TEMP,KU$,2.0,DUPLICATE,NUMBER,,SIM,,,,
KU$_LIST_FILTER_TEMP,KU$,3.0,OBJECT_NAME,VARCHAR2,500,SIM,,,,
KU$_LIST_FILTER_TEMP,KU$,4.0,BASE_PROCESS_ORDER,NUMBER,,SIM,,,,
KU$_LIST_FILTER_TEMP,KU$,5.0,PARENT_PROCESS_ORDER,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,1.0,STATEMENT_ID,VARCHAR2,30,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,2.0,PLAN_ID,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,3.0,TIMESTAMP,DATE,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,4.0,REMARKS,VARCHAR2,4000,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,5.0,OPERATION,VARCHAR2,30,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,6.0,OPTIONS,VARCHAR2,255,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,7.0,OBJECT_NODE,VARCHAR2,128,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,8.0,OBJECT_OWNER,VARCHAR2,128,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,9.0,OBJECT_NAME,VARCHAR2,128,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,10.0,OBJECT_ALIAS,VARCHAR2,261,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,11.0,OBJECT_INSTANCE,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,12.0,OBJECT_TYPE,VARCHAR2,30,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,13.0,OPTIMIZER,VARCHAR2,255,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,14.0,SEARCH_COLUMNS,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,15.0,ID,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,16.0,PARENT_ID,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,17.0,DEPTH,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,18.0,POSITION,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,19.0,COST,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,20.0,CARDINALITY,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,21.0,BYTES,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,22.0,OTHER_TAG,VARCHAR2,255,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,23.0,PARTITION_START,VARCHAR2,255,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,24.0,PARTITION_STOP,VARCHAR2,255,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,25.0,PARTITION_ID,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,26.0,OTHER,LONG,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,27.0,DISTRIBUTION,VARCHAR2,30,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,28.0,CPU_COST,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,29.0,IO_COST,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,30.0,TEMP_SPACE,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,31.0,ACCESS_PREDICATES,VARCHAR2,4000,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,32.0,FILTER_PREDICATES,VARCHAR2,4000,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,33.0,PROJECTION,VARCHAR2,4000,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,34.0,TIME,NUMBER,,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,35.0,QBLOCK_NAME,VARCHAR2,128,SIM,,,,
DATA_PUMP_XPL_TABLE$,DATA,36.0,OTHER_XML,CLOB,,SIM,,,,
KU_NOEXP_VIEW,KU,1.0,OBJ_TYPE,VARCHAR2,30,SIM,,,,
KU_NOEXP_VIEW,KU,2.0,SCHEMA,VARCHAR2,128,SIM,,,,
KU_NOEXP_VIEW,KU,3.0,NAME,VARCHAR2,128,SIM,,,,
KU$NOEXP_TAB,KU$NOEXP,1.0,OBJ_TYPE,VARCHAR2,30,SIM,,,,
KU$NOEXP_TAB,KU$NOEXP,2.0,SCHEMA,VARCHAR2,128,SIM,,,,
KU$NOEXP_TAB,KU$NOEXP,3.0,NAME,VARCHAR2,128,SIM,,,,
KU$_SHARD_DOMIDX_NAMEMAP,KU$,1.0,OWNER,VARCHAR2,128,SIM,,,,
KU$_SHARD_DOMIDX_NAMEMAP,KU$,2.0,SOURCE_NAME,VARCHAR2,128,SIM,,,,
KU$_SHARD_DOMIDX_NAMEMAP,KU$,3.0,TARGET_NAME,VARCHAR2,128,SIM,,,,
KU$_SHARD_DOMIDX_NAMEMAP,KU$,4.0,TYPE_NAME,VARCHAR2,128,SIM,,,,
KU$_SHARD_DOMIDX_NAMEMAP,KU$,5.0,PART_NAME,VARCHAR2,128,SIM,,,,
USER_REGISTRY,USER,1.0,COMP_ID,VARCHAR2,30,NAO,,,,
USER_REGISTRY,USER,2.0,COMP_NAME,VARCHAR2,255,SIM,,,,
USER_REGISTRY,USER,3.0,VERSION,VARCHAR2,30,SIM,,,,
USER_REGISTRY,USER,4.0,VERSION_FULL,VARCHAR2,30,SIM,,,,
USER_REGISTRY,USER,5.0,STATUS,VARCHAR2,11,SIM,,,,
USER_REGISTRY,USER,6.0,MODIFIED,VARCHAR2,20,SIM,,,,
USER_REGISTRY,USER,7.0,NAMESPACE,VARCHAR2,30,NAO,,,,
USER_REGISTRY,USER,8.0,CONTROL,VARCHAR2,128,NAO,,,,
USER_REGISTRY,USER,9.0,SCHEMA,VARCHAR2,128,NAO,,,,
USER_REGISTRY,USER,10.0,PROCEDURE,VARCHAR2,128,SIM,,,,
USER_REGISTRY,USER,11.0,STARTUP,VARCHAR2,8,SIM,,,,
USER_REGISTRY,USER,12.0,PARENT_ID,VARCHAR2,30,SIM,,,,
USER_REGISTRY,USER,13.0,OTHER_SCHEMAS,VARCHAR2,4000,SIM,,,,
ALL_REGISTRY_BANNERS,ALL,1.0,BANNER,VARCHAR2,80,SIM,,,,
ALL_REGISTRY_BANNERS,ALL,2.0,BANNER_FULL,VARCHAR2,128,SIM,,,,
WRR$_REPLAY_CALL_FILTER,WRR$,1.0,FILE_ID,NUMBER,,NAO,PK,,,
WRR$_REPLAY_CALL_FILTER,WRR$,2.0,CALL_COUNTER_BEGIN,NUMBER,,NAO,PK,,,
WRR$_REPLAY_CALL_FILTER,WRR$,3.0,CALL_COUNTER_END,NUMBER,,NAO,PK,,,
REPORT_COMPONENTS,REPORT,1.0,COMPONENT_ID,NUMBER,,NAO,,,,
REPORT_COMPONENTS,REPORT,2.0,COMPONENT_NAME,VARCHAR2,128,NAO,,,,
REPORT_COMPONENTS,REPORT,3.0,COMPONENT_DESCRIPTION,VARCHAR2,256,SIM,,,,
REPORT_COMPONENTS,REPORT,4.0,REPORT_ID,NUMBER,,NAO,,,,
REPORT_COMPONENTS,REPORT,5.0,REPORT_NAME,VARCHAR2,128,NAO,,,,
REPORT_COMPONENTS,REPORT,6.0,REPORT_DESCRIPTION,VARCHAR2,256,SIM,,,,
REPORT_COMPONENTS,REPORT,7.0,SCHEMA_FILENAME,VARCHAR2,500,SIM,,,,
