tabela,modulo,ordem,campo,tipo,tamanho,aceita_nulo,chave_primaria,descricao,fk_tabela,fk_campo
V_$RSRC_CONSUMER_GROUP,V,7.0,CPU_WAITS,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,8.0,CONSUMED_CPU_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,9.0,YIELDS,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,10.0,CPU_DECISIONS,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,11.0,CPU_DECISIONS_EXCLUSIVE,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,12.0,CPU_DECISIONS_WON,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,13.0,QUEUE_LENGTH,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,14.0,CURRENT_UNDO_CONSUMPTION,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,15.0,ACTIVE_SESSION_LIMIT_HIT,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,16.0,UNDO_LIMIT_HIT,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,17.0,SWITCHES_IN_CPU_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,18.0,SWITCHES_OUT_CPU_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,19.0,SWITCHES_IN_IO_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,20.0,SWITCHES_OUT_IO_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,21.0,SWITCHES_IN_IO_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,22.0,SWITCHES_OUT_IO_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,23.0,SWITCHES_IN_IO_LOGICAL,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,24.0,SWITCHES_OUT_IO_LOGICAL,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,25.0,SWITCHES_IN_ELAPSED_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,26.0,SWITCHES_OUT_ELAPSED_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONSUMER_GROUP,V,27.0,SQL_CANCELED,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,1.0,SID,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,2.0,CURRENT_CONSUMER_GROUP_ID,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,3.0,CURRENT_CONSUMER_GROUP,VARCHAR2,32,SIM,,,,
V_$RSRC_SESSION_INFO,V,4.0,ORIG_CONSUMER_GROUP_ID,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,5.0,MAPPING_ATTRIBUTE,VARCHAR2,32,SIM,,,,
V_$RSRC_SESSION_INFO,V,6.0,MAPPED_CONSUMER_GROUP,VARCHAR2,32,SIM,,,,
V_$RSRC_SESSION_INFO,V,7.0,STATE,VARCHAR2,32,SIM,,,,
V_$RSRC_SESSION_INFO,V,8.0,ACTIVE,VARCHAR2,5,SIM,,,,
V_$RSRC_SESSION_INFO,V,9.0,CURRENT_IDLE_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,10.0,CURRENT_CPU_WAIT_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,11.0,CPU_WAIT_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,12.0,CURRENT_CPU_WAITS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,13.0,CPU_WAITS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,14.0,CURRENT_CONSUMED_CPU_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,15.0,CONSUMED_CPU_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,16.0,CURRENT_ACTIVE_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,17.0,ACTIVE_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,18.0,CURRENT_QUEUED_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,19.0,QUEUED_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,20.0,CURRENT_YIELDS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,21.0,YIELDS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,22.0,CURRENT_UNDO_CONSUMPTION,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,23.0,MAX_UNDO_CONSUMPTION,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,24.0,SQL_CANCELED,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,25.0,QUEUE_TIME_OUTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,26.0,ESTIMATED_EXECUTION_LIMIT_HIT,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,27.0,CURRENT_IO_SERVICE_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,28.0,IO_SERVICE_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,29.0,CURRENT_IO_SERVICE_WAITS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,30.0,IO_SERVICE_WAITS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,31.0,CURRENT_SMALL_READ_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,32.0,SMALL_READ_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,33.0,CURRENT_LARGE_READ_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,34.0,LARGE_READ_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,35.0,CURRENT_SMALL_WRITE_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,36.0,SMALL_WRITE_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,37.0,CURRENT_LARGE_WRITE_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,38.0,LARGE_WRITE_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,39.0,CURRENT_SMALL_READ_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,40.0,SMALL_READ_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,41.0,CURRENT_SMALL_WRITE_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,42.0,SMALL_WRITE_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,43.0,CURRENT_LARGE_READ_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,44.0,LARGE_READ_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,45.0,CURRENT_LARGE_WRITE_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,46.0,LARGE_WRITE_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,47.0,CURRENT_PQ_ACTIVE_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,48.0,PQ_ACTIVE_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,49.0,DOP,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,50.0,PQ_SERVERS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,51.0,ESTIMATED_EXECUTION_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,52.0,CURRENT_PQ_QUEUED_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,53.0,PQ_QUEUED_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,54.0,PQ_QUEUED,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,55.0,PQ_QUEUE_TIME_OUTS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,56.0,PQ_ACTIVE,VARCHAR2,5,SIM,,,,
V_$RSRC_SESSION_INFO,V,57.0,PQ_STATUS,VARCHAR2,44,SIM,,,,
V_$RSRC_SESSION_INFO,V,58.0,CURRENT_LOGICAL_IOS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,59.0,LOGICAL_IOS,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,60.0,CURRENT_ELAPSED_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,61.0,ELAPSED_TIME,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,62.0,LAST_ACTION,VARCHAR2,48,SIM,,,,
V_$RSRC_SESSION_INFO,V,63.0,LAST_ACTION_REASON,VARCHAR2,30,SIM,,,,
V_$RSRC_SESSION_INFO,V,64.0,LAST_ACTION_TIME,DATE,,SIM,,,,
V_$RSRC_SESSION_INFO,V,65.0,CURRENT_PGA,NUMBER,,SIM,,,,
V_$RSRC_SESSION_INFO,V,66.0,CON_ID,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,1.0,ID,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,2.0,NAME,VARCHAR2,32,SIM,,,,
V_$RSRC_PLAN,V,3.0,IS_TOP_PLAN,VARCHAR2,5,SIM,,,,
V_$RSRC_PLAN,V,4.0,CPU_MANAGED,VARCHAR2,3,SIM,,,,
V_$RSRC_PLAN,V,5.0,INSTANCE_CAGING,VARCHAR2,3,SIM,,,,
V_$RSRC_PLAN,V,6.0,PARALLEL_SERVERS_ACTIVE,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,7.0,PARALLEL_SERVERS_TOTAL,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,8.0,PARALLEL_EXECUTION_MANAGED,VARCHAR2,32,SIM,,,,
V_$RSRC_PLAN,V,9.0,CON_ID,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,10.0,DIRECTIVE_TYPE,VARCHAR2,32,SIM,,,,
V_$RSRC_PLAN,V,11.0,SHARES,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,12.0,UTILIZATION_LIMIT,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,13.0,PARALLEL_SERVER_LIMIT,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,14.0,MEMORY_MIN,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,15.0,MEMORY_LIMIT,NUMBER,,SIM,,,,
V_$RSRC_PLAN,V,16.0,PROFILE,VARCHAR2,32,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,1.0,SEQUENCE#,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,2.0,ID,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,3.0,NAME,VARCHAR2,30,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,4.0,REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,5.0,CPU_WAIT_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,6.0,CPU_WAITS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,7.0,CONSUMED_CPU_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,8.0,YIELDS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,9.0,CPU_DECISIONS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,10.0,CPU_DECISIONS_EXCLUSIVE,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,11.0,CPU_DECISIONS_WON,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,12.0,ACTIVE_SESS_LIMIT_HIT,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,13.0,UNDO_LIMIT_HIT,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,14.0,SWITCHES_IN_CPU_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,15.0,SWITCHES_OUT_CPU_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,16.0,SWITCHES_IN_IO_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,17.0,SWITCHES_OUT_IO_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,18.0,SWITCHES_IN_IO_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,19.0,SWITCHES_OUT_IO_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,20.0,SWITCHES_IN_IO_LOGICAL,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,21.0,SWITCHES_OUT_IO_LOGICAL,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,22.0,SWITCHES_IN_ELAPSED_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,23.0,SWITCHES_OUT_ELAPSED_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,24.0,SQL_CANCELED,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,25.0,ACTIVE_SESS_KILLED,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,26.0,IDLE_SESS_KILLED,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,27.0,IDLE_BLKR_SESS_KILLED,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,28.0,QUEUED_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,29.0,QUEUE_TIME_OUTS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,30.0,IO_SERVICE_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,31.0,IO_SERVICE_WAITS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,32.0,SMALL_READ_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,33.0,SMALL_WRITE_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,34.0,LARGE_READ_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,35.0,LARGE_WRITE_MEGABYTES,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,36.0,SMALL_READ_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,37.0,SMALL_WRITE_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,38.0,LARGE_READ_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,39.0,LARGE_WRITE_REQUESTS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,40.0,PQS_COMPLETED,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,41.0,PQ_SERVERS_USED,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,42.0,PQS_QUEUED,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,43.0,PQ_ACTIVE_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,44.0,PQ_QUEUED_TIME,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,45.0,PQ_QUEUE_TIME_OUTS,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,46.0,PGA_LIMIT_SESSIONS_KILLED,NUMBER,,SIM,,,,
V_$RSRC_CONS_GROUP_HISTORY,V,47.0,CON_ID,NUMBER,,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,1.0,SEQUENCE#,NUMBER,,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,2.0,ID,NUMBER,,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,3.0,NAME,VARCHAR2,30,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,4.0,START_TIME,DATE,,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,5.0,END_TIME,DATE,,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,6.0,ENABLED_BY_SCHEDULER,VARCHAR2,5,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,7.0,WINDOW_NAME,VARCHAR2,128,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,8.0,ALLOWED_AUTOMATED_SWITCHES,VARCHAR2,5,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,9.0,CPU_MANAGED,VARCHAR2,3,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,10.0,INSTANCE_CAGING,VARCHAR2,3,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,11.0,PARALLEL_EXECUTION_MANAGED,VARCHAR2,32,SIM,,,,
V_$RSRC_PLAN_HISTORY,V,12.0,CON_ID,NUMBER,,SIM,,,,
V_$BLOCKING_QUIESCE,V,1.0,SID,NUMBER,,SIM,,,,
V_$BLOCKING_QUIESCE,V,2.0,CON_ID,NUMBER,,SIM,,,,
V_$TEMPORARY_LOBS,V,1.0,SID,NUMBER,,SIM,,,,
V_$TEMPORARY_LOBS,V,2.0,CACHE_LOBS,NUMBER,,SIM,,,,
V_$TEMPORARY_LOBS,V,3.0,NOCACHE_LOBS,NUMBER,,SIM,,,,
V_$TEMPORARY_LOBS,V,4.0,ABSTRACT_LOBS,NUMBER,,SIM,,,,
V_$TEMPORARY_LOBS,V,5.0,CON_ID,NUMBER,,SIM,,,,
V_$AW_LONGOPS,V,1.0,SESSION_ID,NUMBER,,SIM,,,,
V_$AW_LONGOPS,V,2.0,CURSOR_NAME,VARCHAR2,64,SIM,,,,
V_$AW_LONGOPS,V,3.0,COMMAND,VARCHAR2,17,SIM,,,,
V_$AW_LONGOPS,V,4.0,STATUS,VARCHAR2,9,SIM,,,,
V_$AW_LONGOPS,V,5.0,ROWS_PROCESSED,NUMBER,,SIM,,,,
V_$AW_LONGOPS,V,6.0,SEQ_NUMBER,NUMBER,,SIM,,,,
V_$AW_LONGOPS,V,7.0,SQL_ID,VARCHAR2,13,SIM,,,,
V_$AW_LONGOPS,V,8.0,TARGET,VARCHAR2,64,SIM,,,,
V_$AW_LONGOPS,V,9.0,TARGET_DESC,VARCHAR2,64,SIM,,,,
V_$AW_LONGOPS,V,10.0,START_TIME,DATE,,SIM,,,,
V_$AW_LONGOPS,V,11.0,LAST_UPDATE_TIME,DATE,,SIM,,,,
V_$AW_LONGOPS,V,12.0,ELAPSED_SECONDS,NUMBER,,SIM,,,,
V_$AW_LONGOPS,V,13.0,SOFAR,NUMBER,,SIM,,,,
V_$AW_LONGOPS,V,14.0,TOTALWORK,NUMBER,,SIM,,,,
V_$AW_LONGOPS,V,15.0,UNITS,VARCHAR2,6,SIM,,,,
V_$AW_LONGOPS,V,16.0,MESSAGE,VARCHAR2,512,SIM,,,,
V_$AW_LONGOPS,V,17.0,USERNAME,VARCHAR2,130,SIM,,,,
V_$AW_LONGOPS,V,18.0,CON_ID,NUMBER,,SIM,,,,
V_$MAX_ACTIVE_SESS_TARGET_MTH,V,1.0,NAME,VARCHAR2,40,SIM,,,,
V_$MAX_ACTIVE_SESS_TARGET_MTH,V,2.0,CON_ID,NUMBER,,SIM,,,,
V_$ACTIVE_SESS_POOL_MTH,V,1.0,NAME,VARCHAR2,40,SIM,,,,
V_$ACTIVE_SESS_POOL_MTH,V,2.0,CON_ID,NUMBER,,SIM,,,,
V_$PARALLEL_DEGREE_LIMIT_MTH,V,1.0,NAME,VARCHAR2,40,SIM,,,,
V_$PARALLEL_DEGREE_LIMIT_MTH,V,2.0,CON_ID,NUMBER,,SIM,,,,
V_$QUEUEING_MTH,V,1.0,NAME,VARCHAR2,40,SIM,,,,
V_$QUEUEING_MTH,V,2.0,CON_ID,NUMBER,,SIM,,,,
V_$TIMEZONE_NAMES,V,1.0,TZNAME,VARCHAR2,64,SIM,,,,
V_$TIMEZONE_NAMES,V,2.0,TZABBREV,VARCHAR2,64,SIM,,,,
V_$TIMEZONE_NAMES,V,3.0,CON_ID,NUMBER,,SIM,,,,
V_$TIMEZONE_FILE,V,1.0,FILENAME,VARCHAR2,20,SIM,,,,
V_$TIMEZONE_FILE,V,2.0,VERSION,NUMBER,,SIM,,,,
V_$TIMEZONE_FILE,V,3.0,CON_ID,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,1.0,SID,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,2.0,SERIAL#,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,3.0,USERNAME,VARCHAR2,128,SIM,,,,
V_$ADVISOR_PROGRESS,V,4.0,OPNAME,VARCHAR2,64,SIM,,,,
V_$ADVISOR_PROGRESS,V,5.0,ADVISOR_NAME,VARCHAR2,64,SIM,,,,
V_$ADVISOR_PROGRESS,V,6.0,TASK_ID,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,7.0,TARGET_DESC,VARCHAR2,32,SIM,,,,
V_$ADVISOR_PROGRESS,V,8.0,SOFAR,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,9.0,TOTALWORK,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,10.0,UNITS,VARCHAR2,32,SIM,,,,
V_$ADVISOR_PROGRESS,V,11.0,BENEFIT_SOFAR,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,12.0,BENEFIT_MAX,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,13.0,FINDINGS,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,14.0,RECOMMENDATIONS,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,15.0,TIME_REMAINING,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,16.0,START_TIME,DATE,,SIM,,,,
V_$ADVISOR_PROGRESS,V,17.0,LAST_UPDATE_TIME,DATE,,SIM,,,,
V_$ADVISOR_PROGRESS,V,18.0,ELAPSED_SECONDS,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,19.0,ADVISOR_METRIC1,NUMBER,,SIM,,,,
V_$ADVISOR_PROGRESS,V,20.0,METRIC1_DESC,VARCHAR2,64,SIM,,,,
V_$ADVISOR_PROGRESS,V,21.0,EXECUTION_TYPE,VARCHAR2,64,SIM,,,,
V_$ADVISOR_PROGRESS,V,22.0,CON_ID,NUMBER,,SIM,,,,
V_$SQLPA_METRIC,V,1.0,METRIC_NAME,VARCHAR2,64,SIM,,,,
V_$SQLPA_METRIC,V,2.0,CON_ID,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,1.0,INST_ID,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,2.0,ADDRESS,RAW,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,3.0,HASH_VALUE,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,4.0,SQL_ID,VARCHAR2,13,SIM,,,,
GV_$ALL_SQL_PLAN,GV,5.0,PLAN_HASH_VALUE,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,6.0,FULL_PLAN_HASH_VALUE,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,7.0,CHILD_ADDRESS,RAW,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,8.0,CHILD_NUMBER,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,9.0,TIMESTAMP,DATE,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,10.0,OPERATION,VARCHAR2,30,SIM,,,,
GV_$ALL_SQL_PLAN,GV,11.0,OPTIONS,VARCHAR2,30,SIM,,,,
GV_$ALL_SQL_PLAN,GV,12.0,OBJECT_NODE,VARCHAR2,40,SIM,,,,
GV_$ALL_SQL_PLAN,GV,13.0,OBJECT#,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,14.0,OBJECT_OWNER,VARCHAR2,128,SIM,,,,
GV_$ALL_SQL_PLAN,GV,15.0,OBJECT_NAME,VARCHAR2,128,SIM,,,,
GV_$ALL_SQL_PLAN,GV,16.0,OBJECT_ALIAS,VARCHAR2,261,SIM,,,,
GV_$ALL_SQL_PLAN,GV,17.0,OBJECT_TYPE,VARCHAR2,20,SIM,,,,
GV_$ALL_SQL_PLAN,GV,18.0,OPTIMIZER,VARCHAR2,20,SIM,,,,
GV_$ALL_SQL_PLAN,GV,19.0,ID,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,20.0,PARENT_ID,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,21.0,DEPTH,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,22.0,POSITION,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,23.0,SEARCH_COLUMNS,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,24.0,COST,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,25.0,CARDINALITY,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,26.0,BYTES,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,27.0,OTHER_TAG,VARCHAR2,35,SIM,,,,
GV_$ALL_SQL_PLAN,GV,28.0,PARTITION_START,VARCHAR2,64,SIM,,,,
GV_$ALL_SQL_PLAN,GV,29.0,PARTITION_STOP,VARCHAR2,64,SIM,,,,
GV_$ALL_SQL_PLAN,GV,30.0,PARTITION_ID,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,31.0,OTHER,VARCHAR2,4000,SIM,,,,
GV_$ALL_SQL_PLAN,GV,32.0,DISTRIBUTION,VARCHAR2,20,SIM,,,,
GV_$ALL_SQL_PLAN,GV,33.0,CPU_COST,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,34.0,IO_COST,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,35.0,TEMP_SPACE,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,36.0,ACCESS_PREDICATES,VARCHAR2,4000,SIM,,,,
GV_$ALL_SQL_PLAN,GV,37.0,FILTER_PREDICATES,VARCHAR2,4000,SIM,,,,
GV_$ALL_SQL_PLAN,GV,38.0,PROJECTION,VARCHAR2,4000,SIM,,,,
GV_$ALL_SQL_PLAN,GV,39.0,TIME,NUMBER,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,40.0,QBLOCK_NAME,VARCHAR2,128,SIM,,,,
GV_$ALL_SQL_PLAN,GV,41.0,REMARKS,VARCHAR2,4000,SIM,,,,
GV_$ALL_SQL_PLAN,GV,42.0,OTHER_XML,CLOB,,SIM,,,,
GV_$ALL_SQL_PLAN,GV,43.0,CON_ID,NUMBER,,SIM,,,,
